||||||837***@qq.com|2088302281555683|LKR||||||success||2018-11-27 17:55:14|2018-11-27 17:55:18|||||||E01010000000002|ALIPAY||2018112700222175519055681025701149|2018-11-27 17:55:19|trade_status_sync|||E000000720181127152506|2088231446546560||||[{"BANKCARD":"62.07"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000007|||1600.01|2018112722001455681007982638|TRADE_SUCCESS|||LKR||2018-11-27 15:25:58|15:25:58|1||
||||||136***@163.com|2088402522625473|LKR||||||success||2018-11-27 17:56:01|2018-11-27 17:56:16|||||||E01010000000002|ALIPAY||2018112700222175617025471025830756|2018-11-27 17:56:17|trade_status_sync|||E000000620181127152553|2088231446546560||||[{"BANKCARD":"50.04"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000006|||1290.0|2018112722001425471008103916|TRADE_SUCCESS|||LKR||2018-11-27 15:26:45|15:26:45|1||
||||||136***@163.com|2088402522625473|LKR||||||success||2018-11-27 17:57:33|2018-11-27 17:57:41|||||||E01010000000002|ALIPAY||2018112700222175742025471025858918|2018-11-27 17:57:42|trade_status_sync|||E000000620181127152717|2088231446546560||||[{"BANKCARD":"108.62"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000006|||2800.0|2018112722001425471008105866|TRADE_SUCCESS|||LKR||2018-11-27 15:28:12|15:28:12|1||
||||||xia***@yahoo.com.cn|2088002334839590|LKR||||||success||2018-11-27 17:59:30|2018-11-27 17:59:36|||||||E01010000000002|ALIPAY||2018112700222175937039591026746186|2018-11-27 17:59:37|trade_status_sync|||E000000620181127152926|2088231446546560||||[{"BANKCARD":"81.07"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000006|||2090.0|2018112722001439591007693125|TRADE_SUCCESS|||LKR||2018-11-27 15:30:16|15:30:16|1||
||||||136****8282|2088302264933404|LKR||||||success||2018-11-27 18:17:03|2018-11-27 18:17:12|||||||E01010000000002|ALIPAY||2018112700222181712033401033235947|2018-11-27 18:17:12|trade_status_sync|||E000000620181127154655|2088231446546560||||[{"PCREDIT":"665.66","PCC_PROD_ID":"9102"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000006|||17160.0|2018112722001433401016707631|TRADE_SUCCESS|||LKR||2018-11-27 15:47:47|15:47:47|1||
||||||136****8788|2088502196695177|LKR||||||success||2018-11-27 18:18:15|2018-11-27 18:18:33|||||||E01010000000002|ALIPAY||2018112700222181833095171031645315|2018-11-27 18:18:33|trade_status_sync|||E000000620181127154809|2088231446546560||||[{"BANKCARD":"665.66"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000006|||17160.0|2018112722001495171009700031|TRADE_SUCCESS|||LKR||2018-11-27 15:49:00|15:49:00|1||
||||||139****2331|2088622965971302|LKR||||||success||2018-11-27 18:30:08|2018-11-27 18:30:30|||||||E01010000000002|ALIPAY||2018112700222183030071301033229261|2018-11-27 18:30:30|trade_status_sync|||E000000520181127155953|2088231446546560||||[{"PCREDIT":"31.42","PCC_PROD_ID":"9102"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000005|||810.0|2018112722001471301016452212|TRADE_SUCCESS|||LKR||2018-11-27 16:00:50|16:00:50|1||
||||||156***@163.com|2088002519896486|LKR||||||success||2018-11-27 18:59:14|2018-11-27 18:59:26|||||||E01010000000002|ALIPAY||2018112700222185927096481027345382|2018-11-27 18:59:27|trade_status_sync|||E000000520181127162858|2088231446546560||||[{"BANKCARD":"326.04"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000005|||8405.0|2018112722001496481008378283|TRADE_SUCCESS|||LKR||2018-11-27 16:29:55|16:29:55|1||
||||||302***@qq.com|2088602232597943|LKR||||||success||2018-11-27 19:08:13|2018-11-27 19:08:23|||||||E01010000000002|ALIPAY||2018112700222190823097941032050241|2018-11-27 19:08:23|trade_status_sync|||E000000520181127163800|2088231446546560||||[{"BANKCARD":"532.61"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000005|||13730.0|2018112722001497941011228557|TRADE_SUCCESS|||LKR||2018-11-27 16:38:53|16:38:53|1||
||||||467***@163.com|2088002092986222|LKR||||||success||2018-11-27 19:12:56|2018-11-27 19:13:04|||||||E01010000000002|ALIPAY||2018112700222191304086221026174002|2018-11-27 19:13:04|trade_status_sync|||E000000520181127164248|2088231446546560||||[{"BANKCARD":"933.52"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000005|||24065.0|2018112722001486221008222137|TRADE_SUCCESS|||LKR||2018-11-27 16:43:39|16:43:39|1||
||||||cai***@msn.com|2088002124141416|LKR||||||success||2018-11-27 19:41:12|2018-11-27 19:41:27|||||||E01010000000002|ALIPAY||2018112700222194127041411027966939|2018-11-27 19:41:27|trade_status_sync|||E000000720181127171104|2088231446546560||||[{"BANKCARD":"182.32"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000007|||4700.01|2018112722001441411009155765|TRADE_SUCCESS|||LKR||2018-11-27 17:11:55|17:11:55|1||
||||||jun***@126.com|2088002324331730|LKR||||||success||2018-11-27 19:47:13|2018-11-27 19:47:17|||||||E01010000000002|ALIPAY||2018112700222194717031731030214822|2018-11-27 19:47:17|trade_status_sync|||E000000520181127171700|2088231446546560||||[{"BANKCARD":"61.68"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000005|||1590.0|2018112722001431731009526509|TRADE_SUCCESS|||LKR||2018-11-27 17:17:57|17:17:57|1||
||||||eth***@aliyun.com|2088102452290108|LKR||||||success||2018-11-27 20:03:16|2018-11-27 20:03:22|||||||E01010000000002|ALIPAY||2018112700222200323090101035942351|2018-11-27 20:03:23|trade_status_sync|||E000000620181127173309|2088231446546560||||[{"ALIPAYACCOUNT":"8.15"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000006|||210.0|2018112722001490101017363292|TRADE_SUCCESS|||LKR||2018-11-27 17:34:00|17:34:00|1||
||||||138****6887|2088512954664310|LKR||||||success||2018-11-27 20:08:24|2018-11-27 20:10:35|||||||E01010000000002|ALIPAY||2018112700222201035064311029788514|2018-11-27 20:10:35|trade_status_sync|||E000000720181127173800|2088231446546560||||[{"BANKCARD":"886.39"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000007|||22850.03|2018112722001464311009563247|TRADE_SUCCESS|||LKR||2018-11-27 17:38:56|17:38:56|1||
||||||mer***@alitest.com|2088232256340997|LKR||||||success||2018-11-27 20:28:04|2018-11-27 20:28:33|||||||SP0101000000001|ALIPAY||2018112700222202834040991033062890|2018-11-27 20:28:34|trade_status_sync|||SP00000120181127055549|2088231446546560||||[{"ALIPAYACCOUNT":"0.02"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|SP000001|||0.5|2018112722001440991011802385|TRADE_SUCCESS|||LKR||2018-11-27 17:56:16|17:56:16|1||
||||||mer***@alitest.com|2088232256340997|LKR||||||success||2018-11-27 20:35:22|2018-11-27 20:35:37|||||||SP0101000000001|ALIPAY||2018112700222203537040991033027782|2018-11-27 20:35:37|trade_status_sync|||SP00000120181127180602|2088231446546560||||[{"ALIPAYACCOUNT":"0.02"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Static_QR|SP000001|||0.5|2018112722001440991011847802|TRADE_SUCCESS|||LKR||2018-11-27 18:06:02|18:06:02|s1||
||||||mer***@alitest.com|2088232173969406|LKR||||||success||2018-11-27 20:42:34|2018-11-27 20:42:42|||||||SP0101000000001|ALIPAY||2018112700222204243069401030153919|2018-11-27 20:42:43|trade_status_sync|||SP00000120181127181140|2088231446546560||||[{"ALIPAYACCOUNT":"0.19"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|SP000001|||5.0|2018112722001469401014980197|TRADE_SUCCESS|||LKR||2018-11-27 18:12:37|18:12:37|1||
||||||mer***@alitest.com|2088232173969406|LKR||||||success||2018-11-27 20:44:50|2018-11-27 20:44:58|||||||SP0101000000001|ALIPAY||2018112700222204458069401030100453|2018-11-27 20:44:58|trade_status_sync|||SP00000120181127181507|2088231446546560||||[{"ALIPAYACCOUNT":"0.89"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Static_QR|SP000001|||23|2018112722001469401014961227|TRADE_SUCCESS|||LKR||2018-11-27 18:15:07|18:15:07|s1||
||||||mer***@alitest.com|2088232173969406|LKR||||||success||2018-11-27 20:47:43|2018-11-27 20:47:52|||||||SP0101000000001|ALIPAY||2018112700222204753069401030186967|2018-11-27 20:47:53|trade_status_sync|||SP00000120181127181824|2088231446546560||||[{"ALIPAYACCOUNT":"1.32"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Static_QR|SP000001|||34|2018112722001469401014980199|TRADE_SUCCESS|||LKR||2018-11-27 18:18:24|18:18:24|s1||
||||||mer***@alitest.com|2088232173969406|LKR||||||success||2018-11-27 20:48:34|2018-11-27 20:48:42|||||||SP0101000000001|ALIPAY||2018112700222204842069401029896133|2018-11-27 20:48:42|trade_status_sync|||SP00000120181127181914|2088231446546560||||[{"ALIPAYACCOUNT":"0.39"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Static_QR|SP000001|||10|2018112722001469401014963795|TRADE_SUCCESS|||LKR||2018-11-27 18:19:14|18:19:14|s1||
||||||135****0680|2088112671885423|LKR||||||success||2018-11-27 21:04:16|2018-11-27 21:04:35|||||||E01010000000002|ALIPAY||2018112700222210435085421025719045|2018-11-27 21:04:35|trade_status_sync|||E000000520181127183336|2088231446546560||||[{"ALIPAYACCOUNT":"112.50"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000005|||2900.0|2018112722001485421008077287|TRADE_SUCCESS|||LKR||2018-11-27 18:34:29|18:34:29|1||
||||||||LKR||||||||||||||||SP0101000000001|ALIPAY|||||||SP00000120181127055549|||||||||||||||||SUCCESS|N|||||SP000001||||2018112722001440991011802385||||||2018-11-27 18:05:24|18:05:24|4||
||||||||LKR||||||||||||||||SP0101000000001|ALIPAY|||||||SP00000120181127180602|||||||||||||||||SUCCESS|N|||||SP000001||||||||||2018-11-27 18:08:48|18:08:48|4||
||||||||LKR||||||||||||||||SP0101000000001|ALIPAY|||||||SP00000120181127181507|||||||||||||||||SUCCESS|N|||||SP000001||||2018112722001469401014961227||||||2018-11-27 18:16:29|18:16:29|4||
||||||||LKR||||||||||||||||SP0101000000001|ALIPAY|||||||SP00000120181127181140|||||||||||||||||SUCCESS|N|||||SP000001||||2018112722001469401014980197||||||2018-11-27 18:16:42|18:16:42|4||
||||||||LKR||||||||||||||||SP0101000000001|ALIPAY|||||||SP00000120181127180602|||||||||||||||||SUCCESS|N|||||SP000001||||||||||2018-11-27 18:16:52|18:16:52|4||
||||||||LKR||||||||||||||||SP0101000000001|ALIPAY|||||||SP00000120181127181914|||||||||||||||||SUCCESS|N|||||SP000001||||2018112722001469401014963795||||||2018-11-27 18:19:42|18:19:42|4||
||||||||LKR||||||||||||||||SP0101000000001|ALIPAY|||||||SP00000120181127181824|||||||||||||||||SUCCESS|N|||||SP000001||||2018112722001469401014980199||||||2018-11-27 18:19:53|18:19:53|4||
